Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2025-08-20,Miscellaneous,Cash,State amount surface.,438.21,11.51
2025-08-19,Entertainment,NetBanking,Expert just kitchen listen maintain expert itself.,261.95,0.0
2025-08-22,Transportation,Credit Card,Pick along central as.,341.63,0.0
2025-08-17,Bills,UPI,Option site story.,160.77,2.84
2025-08-04,Miscellaneous,UPI,General most person teach open central.,258.79,12.79
2025-08-07,Subscriptions,Debit Card,Class rather trade.,456.07,0.0
2025-08-18,Groceries,Cash,Both shoulder figure those.,161.93,2.33
2025-08-23,Miscellaneous,Credit Card,Relationship factor son Republican require.,339.96,0.0
2025-08-15,Groceries,Debit Card,Many throw senior article popular.,57.82,0.0
2025-08-11,Entertainment,UPI,Structure focus another everybody according edge.,193.75,14.77
2025-08-10,Food,Credit Card,Clearly those because service artist.,188.54,15.92
2025-08-03,Transportation,NetBanking,Near cut west or special.,418.96,19.89
2025-08-02,Miscellaneous,Cash,Language sea light about.,386.44,0.5
2025-08-06,Bills,UPI,Southern local hair politics.,213.25,0.0
2025-08-08,Miscellaneous,NetBanking,Often fact society try.,134.27,4.1
2025-08-01,Groceries,Cash,Defense at science.,156.71,0.0
2025-08-16,Entertainment,UPI,Interesting wall though paper.,72.94,5.53
2025-08-03,Miscellaneous,UPI,Member account almost success interesting.,411.83,0.0
2025-08-21,Subscriptions,NetBanking,Difficult professional exactly husband.,339.81,0.0
2025-08-23,Bills,Debit Card,Region join performance behavior until.,474.39,0.0
2025-08-07,Entertainment,Credit Card,Consider book meeting even.,258.43,11.81
2025-08-05,Miscellaneous,Cash,Sea huge do school exist yard.,180.94,12.35
2025-08-20,Miscellaneous,UPI,Most north report over through first.,199.06,10.66
2025-08-14,Bills,Debit Card,Wind news full partner another drop.,330.96,0.0
2025-08-13,Transportation,Cash,Outside knowledge better trial.,38.79,0.0
2025-08-07,Transportation,Debit Card,Realize smile all grow.,264.22,0.0
2025-08-26,Subscriptions,Cash,Offer respond begin.,21.34,0.0
2025-08-19,Miscellaneous,Debit Card,Miss data side.,58.41,9.84
2025-08-01,Subscriptions,NetBanking,Could several all.,43.79,0.0
2025-09-14,Bills,Credit Card,Time American option early.,416.77,0.0
2025-09-20,Bills,NetBanking,Person keep discuss bank turn.,84.96,0.0
2025-09-17,Bills,NetBanking,Gun necessary book cold.,466.52,7.66
2025-09-03,Entertainment,NetBanking,Professional off late Mr final.,403.36,8.06
2025-09-21,Subscriptions,Debit Card,Study phone hot.,248.96,14.33
2025-09-19,Entertainment,Debit Card,Tend near should stand.,172.36,0.0
2025-09-03,Entertainment,Cash,Able picture author.,33.68,12.18
2025-09-20,Bills,Cash,Board discover later.,271.77,0.0
2025-09-23,Bills,Cash,Story particular offer behind evidence out.,56.2,0.39
2025-09-19,Transportation,Debit Card,Then here senior.,182.32,15.35
2025-09-06,Groceries,Credit Card,Decide government stop hear.,356.76,3.08
2025-09-23,Miscellaneous,UPI,Us easy story later.,177.64,7.69
2025-09-02,Groceries,Credit Card,Social score some pay operation easy.,284.83,12.58
2025-09-20,Entertainment,UPI,Simple oil focus moment black discuss.,243.64,0.0
2025-09-25,Miscellaneous,Debit Card,And state ball success.,227.24,0.0
2025-09-21,Miscellaneous,NetBanking,Score study support.,109.7,0.0
2025-09-08,Groceries,Debit Card,Probably ready section six.,123.45,0.0
2025-09-12,Miscellaneous,Cash,Foot him provide.,420.88,0.0
2025-09-17,Subscriptions,NetBanking,It to tree why mouth.,435.93,0.0
2025-09-06,Subscriptions,Cash,Executive cut town.,108.39,0.0
2025-09-06,Food,Debit Card,Direction whether listen senior television.,77.47,16.43
2025-09-15,Miscellaneous,Credit Card,Article it man marriage by.,370.09,19.8
2025-09-26,Groceries,UPI,Daughter realize month important draw pretty.,10.28,14.13
2025-09-19,Transportation,Credit Card,National past type.,287.62,0.0
2025-09-03,Transportation,UPI,Fall help hear evening be open.,352.9,7.19
2025-09-15,Transportation,Credit Card,Understand nor structure fire cut amount.,152.28,0.0
2025-09-26,Food,NetBanking,Focus a candidate.,352.15,0.0
2025-09-18,Transportation,Cash,Occur other tell per produce.,456.71,9.87
2025-09-26,Transportation,Debit Card,Try mother ability message mother kitchen.,215.0,0.0
2025-09-25,Subscriptions,UPI,Owner tonight cell area skill officer.,378.62,0.0
2025-09-04,Miscellaneous,Cash,Simple her than.,260.69,0.0
2025-09-24,Entertainment,UPI,Spring grow bring now send.,204.02,0.0
2025-09-27,Food,Debit Card,Wall office people painting who.,63.9,15.72
2025-09-19,Entertainment,NetBanking,Smile point prepare wide during.,190.61,0.0
2025-09-21,Miscellaneous,Cash,We professor yourself challenge lot.,187.67,0.0
2025-09-10,Bills,Debit Card,Above possible weight light.,276.02,12.36
2025-09-26,Bills,NetBanking,Sell want reason seat use.,115.88,0.0
2025-09-10,Subscriptions,Credit Card,Less range democratic pattern to play.,374.72,3.55
2025-09-21,Subscriptions,Cash,Bank level so attention table town.,244.28,13.5
2025-09-01,Subscriptions,NetBanking,War think many.,428.04,5.96
2025-09-17,Groceries,Debit Card,Shake by line.,430.49,0.77
2025-09-18,Transportation,Debit Card,Child four save bit must.,265.07,0.0
2025-09-10,Transportation,UPI,Piece trade true perform detail several.,418.6,0.0
2025-09-13,Subscriptions,NetBanking,Knowledge yes beyond for popular.,158.73,3.75
2025-09-16,Groceries,UPI,Indicate design computer beautiful always.,413.93,17.13
2025-09-26,Groceries,NetBanking,Wind focus affect many deep provide.,329.14,0.0
2025-09-03,Entertainment,UPI,Plan simply eye pass such.,146.06,0.0
2025-09-05,Subscriptions,Debit Card,System trouble material put receive.,480.68,12.4
2025-09-16,Entertainment,Debit Card,Turn receive consumer.,199.82,0.0
2025-09-26,Entertainment,NetBanking,Size by contain various almost important.,170.91,0.0
2025-09-20,Miscellaneous,NetBanking,Good catch simple party hundred paper.,26.09,0.0
2025-09-08,Food,NetBanking,Wish plan law light boy.,88.42,0.0
2025-09-05,Entertainment,Debit Card,Easy brother born.,478.38,0.0
2025-09-19,Bills,UPI,Both family hundred.,462.37,7.26
2025-09-03,Food,UPI,Life election cell eye truth able.,24.3,9.28
2025-09-04,Groceries,Cash,Save road him thank health near.,478.99,14.04
2025-09-07,Miscellaneous,Cash,As effect young argue woman.,96.11,0.0
2025-09-12,Bills,Cash,Necessary physical act.,325.4,15.63
2025-09-12,Bills,UPI,Develop miss strategy ten.,308.23,19.01
2025-09-10,Miscellaneous,Credit Card,Play more figure final.,19.5,19.65
2025-09-16,Transportation,Debit Card,Ok scientist floor make off boy.,19.43,0.0
2025-09-25,Bills,Cash,Painting easy develop.,97.71,0.0
2025-09-25,Entertainment,Credit Card,And yourself mouth place.,276.95,0.0
2025-09-03,Entertainment,Debit Card,Why include scientist season answer fire.,401.79,0.0
2025-09-08,Groceries,Debit Card,Current attorney about.,186.92,10.7
2025-09-24,Miscellaneous,Credit Card,Lose system child cause trip.,473.93,0.0
2025-09-20,Bills,NetBanking,Song course speak.,152.42,0.0
2025-09-03,Food,Debit Card,Instead every stay me here article.,246.19,0.0
2025-09-15,Groceries,NetBanking,Appear wind present.,330.38,0.0
2025-09-01,Bills,Cash,Action maintain that.,374.46,15.41
2025-09-27,Subscriptions,NetBanking,Sea miss probably east.,476.06,0.0
2025-09-22,Transportation,Debit Card,Reduce item democratic himself edge.,323.42,8.31
2025-09-24,Groceries,UPI,Him less system.,115.64,0.0
2025-09-19,Bills,UPI,Great through produce child thing.,324.98,6.17
2025-09-25,Bills,UPI,Forget news west.,307.63,16.3
2025-09-11,Miscellaneous,Credit Card,Coach leave church student themselves north attack.,66.43,0.0
2025-09-16,Subscriptions,Credit Card,Condition a green resource what.,60.98,0.0
2025-09-23,Food,UPI,Authority site newspaper.,397.09,0.0
2025-09-04,Groceries,Debit Card,Pay his skin morning morning.,434.73,7.69
2025-09-01,Subscriptions,Debit Card,Foot other decision attack discover.,194.18,0.0
2025-09-11,Entertainment,Cash,Back simple they reduce research every.,38.27,0.0
2025-09-04,Entertainment,UPI,Fund attack again save record.,476.71,0.0
2025-09-06,Subscriptions,Cash,Move medical small.,65.15,8.22
2025-09-17,Food,Credit Card,Night wish rise feeling everything stuff.,277.45,8.82
2025-09-06,Subscriptions,UPI,Week play best cell.,165.93,16.87
2025-09-01,Food,NetBanking,Great form character result building body.,156.77,0.0
2025-09-04,Bills,UPI,None energy budget these money good.,192.79,1.41
2025-09-08,Subscriptions,Cash,Son bring concern foot.,43.6,0.0
2025-09-18,Food,UPI,Buy government front change.,178.81,0.18
2025-09-10,Groceries,Credit Card,Social tax those.,186.16,0.0
2025-09-13,Entertainment,NetBanking,Go another require.,124.14,2.34
2025-09-26,Miscellaneous,Credit Card,Establish significant describe get cold.,35.04,0.0
2025-09-05,Bills,Cash,Around business box back thus security.,180.94,14.35
2025-09-01,Entertainment,Credit Card,Enough defense charge off.,331.18,0.0
2025-09-01,Bills,Cash,Campaign customer effort.,450.64,13.7
2025-09-22,Entertainment,Cash,Peace meet image.,254.78,7.51
2025-09-18,Food,NetBanking,Without second herself our.,208.35,12.03
2025-09-05,Food,Cash,Hundred window speak organization power image.,55.35,0.35
2025-09-23,Bills,Credit Card,Despite mother same outside.,266.63,0.0
2025-09-23,Food,Credit Card,Keep animal land middle fund word do.,473.56,0.0
2025-10-05,Miscellaneous,Credit Card,Fall kid send.,130.07,0.0
2025-10-23,Subscriptions,Credit Card,Always serious although consumer will.,429.01,0.0
2025-10-02,Entertainment,Debit Card,Grow question strategy high hope worry.,351.04,13.41
2025-10-03,Food,NetBanking,Weight group store admit.,420.19,5.71
2025-10-23,Transportation,Cash,Like beyond century happen morning.,290.3,2.4
2025-10-09,Miscellaneous,Cash,Several contain plan example color design go.,261.07,2.16
2025-10-08,Bills,Credit Card,White she government pull tax.,19.82,0.0
2025-10-18,Transportation,Cash,Choice structure send position significant.,243.67,0.0
2025-10-22,Groceries,UPI,Message edge whether.,386.58,0.0
2025-10-07,Miscellaneous,Cash,Usually loss possible.,372.75,0.0
2025-10-15,Food,Cash,Call eye occur back though behavior.,117.48,4.04
2025-10-19,Transportation,UPI,Focus pick agency.,420.28,0.0
2025-10-25,Groceries,Cash,Act contain even work.,80.07,16.09
2025-10-17,Food,UPI,South major entire political however.,419.24,0.0
2025-10-14,Miscellaneous,Cash,Agreement quality science weight.,304.78,8.78
2025-10-09,Entertainment,Debit Card,Only dinner people amount cut forget.,139.58,0.0
2025-10-15,Subscriptions,Cash,Often network itself dark pick several.,348.45,15.35
2025-10-25,Bills,UPI,Performance campaign difference.,309.13,7.95
2025-10-16,Entertainment,UPI,Example heavy them social positive.,449.04,0.0
2025-10-25,Food,NetBanking,Feel each various example building administration.,259.91,1.3
2025-10-23,Bills,Credit Card,This hear computer.,255.14,0.0
2025-10-21,Food,UPI,Lose before place.,155.47,19.84
2025-10-16,Miscellaneous,Cash,Pick cup billion.,244.08,17.98
2025-10-06,Transportation,Debit Card,Official ago third.,387.53,0.0
2025-10-17,Transportation,Credit Card,Design decade hotel center act.,360.7,0.25
2025-10-06,Food,NetBanking,You yet structure how.,13.43,0.0
2025-10-20,Bills,NetBanking,Explain clearly sound responsibility.,188.43,17.96
2025-10-12,Miscellaneous,Debit Card,Three forward imagine including ask successful.,317.43,4.4
2025-10-16,Transportation,Credit Card,Center later star.,214.87,12.28
2025-10-21,Subscriptions,Debit Card,Board result would thank usually their.,31.81,0.0
2025-10-03,Transportation,Credit Card,Include way price.,42.24,0.0
2025-10-01,Groceries,UPI,Two bit few side last.,150.1,0.0
2025-10-10,Subscriptions,NetBanking,Science arm positive amount.,259.65,14.14
2025-10-05,Bills,Cash,Try two letter trial clearly.,191.54,0.0
2025-10-27,Transportation,Debit Card,Onto agree skill buy sense hot.,474.32,0.0
2025-10-23,Transportation,UPI,Technology black from opportunity service.,417.4,0.0
2025-10-25,Bills,Credit Card,Travel positive game.,289.57,18.72
2025-10-19,Groceries,Cash,Follow sell last traditional middle generation.,184.69,0.0
2025-10-01,Transportation,Cash,Later enjoy once research magazine entire.,196.71,0.0
2025-10-05,Bills,Debit Card,Environment box door vote resource fine.,57.47,9.58
2025-10-06,Entertainment,NetBanking,Rock decide mean model career.,172.73,3.08
2025-10-10,Subscriptions,Cash,About south right mouth hard music.,161.23,0.0
2025-10-07,Miscellaneous,Debit Card,Local weight likely mother professional month.,193.72,0.0
2025-10-15,Bills,Cash,Establish just relate.,113.24,0.0
2025-10-17,Bills,UPI,Will almost against vote.,167.87,0.17
2025-10-24,Transportation,Cash,Sure side support well.,77.3,0.0
2025-10-23,Subscriptions,Cash,Indicate four week let.,378.99,19.8
2025-10-22,Subscriptions,Credit Card,Especially coach east thought.,103.21,0.0
2025-10-07,Food,Debit Card,Network inside north Democrat partner.,259.94,0.0
2025-10-03,Food,Debit Card,Make involve sister.,85.94,0.0
2025-10-14,Entertainment,Debit Card,Its campaign question art.,98.74,18.96
2025-10-25,Food,Credit Card,Deal magazine low.,233.64,0.0
2025-10-07,Entertainment,UPI,Major wall hold attention where.,294.82,0.0
2025-10-09,Food,Credit Card,Film body memory.,89.65,0.0
2025-10-02,Subscriptions,Debit Card,Act hour player southern hope.,173.27,0.0
2025-10-21,Bills,NetBanking,Hotel stop might.,301.79,1.63
2025-10-01,Transportation,Cash,Relationship safe impact hear bit.,495.41,19.91
2025-10-22,Transportation,UPI,Season center feeling me cell.,151.24,0.0
2025-10-26,Subscriptions,Debit Card,Local note project point.,414.14,0.0
2025-10-08,Subscriptions,Debit Card,Conference tough close.,438.97,6.23
2025-10-03,Transportation,UPI,Lose put option trip.,383.31,0.0
2025-10-12,Entertainment,NetBanking,Purpose reflect her school.,262.88,0.0
2025-10-20,Entertainment,NetBanking,Fine brother avoid.,230.34,0.0
2025-10-21,Miscellaneous,UPI,Over why trade imagine effort.,339.08,5.53
2025-10-13,Bills,NetBanking,Discuss adult physical manager themselves leave environment.,20.72,19.7
2025-10-02,Entertainment,NetBanking,Beautiful million task question pattern.,488.41,0.0
2025-10-02,Bills,Credit Card,Clearly responsibility go.,221.5,0.0
2025-10-14,Transportation,Cash,Red say difficult sister season.,423.55,0.0
2025-10-01,Transportation,Debit Card,Everybody someone make.,293.99,13.52
2025-10-25,Entertainment,Debit Card,Fear eye pass better husband.,142.19,0.0
2025-10-20,Miscellaneous,Cash,Final expert unit from despite be.,288.7,14.24
2025-10-05,Subscriptions,Debit Card,Really fine probably chair.,364.94,0.0
2025-10-01,Transportation,Debit Card,Small under process Congress improve half.,404.27,0.0
2025-10-18,Entertainment,NetBanking,Work attention star young to.,411.59,0.0
2025-10-11,Subscriptions,NetBanking,Around add movement such race.,288.74,0.0
2025-10-09,Entertainment,NetBanking,Write blood course draw.,437.41,0.0
2025-10-07,Subscriptions,UPI,Beautiful me teach whatever south.,91.28,16.98
2025-10-16,Subscriptions,Debit Card,Police phone condition performance.,147.45,0.0
2025-10-13,Entertainment,UPI,Building story skin treatment.,238.67,0.0
2025-10-24,Transportation,NetBanking,Rather discover artist mother coach.,469.52,0.83
2025-10-03,Food,Cash,New bit often social far not.,283.79,0.0
2025-10-15,Food,Credit Card,Mother financial member feel expect lay.,334.59,0.0
2025-10-13,Miscellaneous,Debit Card,Attack wife play simply these learn.,380.15,0.0
2025-10-07,Food,Credit Card,Risk third expect.,451.59,0.0
2025-10-08,Entertainment,Cash,Station series since court.,235.56,16.33
2025-10-25,Food,Credit Card,Treatment buy collection between.,189.55,13.98
2025-10-09,Bills,NetBanking,Free yet expert design product.,164.15,0.0
2025-10-18,Entertainment,Debit Card,Decade authority debate lawyer.,138.18,0.0
2025-10-19,Food,Debit Card,Everything first seem.,200.21,7.29
2025-10-25,Entertainment,NetBanking,Mr field garden million growth turn.,203.0,3.07
2025-10-04,Miscellaneous,Cash,Together rise push myself investment.,379.84,0.0
2025-10-03,Transportation,Cash,Style miss stuff career would upon.,245.79,0.0
2025-10-21,Groceries,Cash,Science story customer against will half own.,89.45,11.23
2025-10-23,Entertainment,NetBanking,Glass we discuss professional.,307.18,6.72
2025-10-09,Miscellaneous,Debit Card,Century remember north miss.,254.31,0.0
2025-10-04,Transportation,Cash,Reach address why prevent high gun.,308.49,0.2
2025-10-24,Groceries,Debit Card,Not phone act head.,87.13,0.0
2025-10-12,Subscriptions,Debit Card,Environmental today from finally.,368.44,0.0
2025-10-08,Groceries,UPI,Wish machine exactly bed.,429.12,8.32
2025-10-17,Bills,Debit Card,Third finish indeed.,237.7,13.45
2025-11-23,Miscellaneous,NetBanking,Anyone camera conference.,375.21,0.0
2025-11-26,Groceries,Credit Card,Business parent sign air piece environment.,135.89,10.61
2025-11-06,Miscellaneous,Credit Card,About lawyer oil rather.,410.1,0.0
2025-11-18,Entertainment,UPI,Check kind road financial.,144.71,0.0
2025-11-22,Transportation,Credit Card,Need project theory.,225.33,3.92
2025-11-23,Transportation,Debit Card,Girl chance prevent bring only.,191.43,0.2
2025-11-27,Subscriptions,Debit Card,Night add first way everyone option.,473.45,18.69
2025-11-13,Transportation,Cash,Almost leave degree.,288.01,7.57
2025-11-22,Transportation,Debit Card,Certain agreement every near without.,327.98,14.62
2025-11-12,Transportation,Cash,Compare down best garden indeed.,403.19,0.0
2025-11-27,Transportation,Cash,Financial own others.,390.35,0.0
2025-11-17,Miscellaneous,NetBanking,Health visit interest.,198.57,0.0
2025-11-17,Subscriptions,Cash,Under economic ten production.,364.58,12.11
2025-11-23,Bills,Debit Card,Matter time foot realize.,322.03,12.92
2025-11-23,Food,NetBanking,Close different reality project.,263.52,16.31
2025-11-25,Bills,Credit Card,Important wear manager tonight thing discuss.,405.79,1.21
2025-11-23,Transportation,Debit Card,Account part expert.,469.34,0.0
2025-11-26,Food,Cash,Seven face catch significant protect.,387.4,5.63
2025-11-16,Food,Cash,General foot despite.,429.19,0.0
2025-11-15,Bills,UPI,Use operation drop.,413.13,0.0
2025-11-21,Subscriptions,UPI,Father free firm.,452.16,0.0
2025-11-05,Subscriptions,Credit Card,You main include.,32.79,13.65
2025-11-24,Transportation,Debit Card,Rest tax game like those.,61.48,0.0
2025-11-03,Groceries,Debit Card,Capital style message behavior central.,180.16,0.0
2025-11-05,Groceries,Credit Card,Thank real toward week future quality.,223.92,9.65
2025-11-20,Miscellaneous,UPI,Turn free black phone dark among.,170.44,0.0
2025-11-03,Transportation,NetBanking,Financial executive leader.,101.6,11.36
2025-11-14,Groceries,NetBanking,Again environmental some with common.,60.78,17.34
2025-11-10,Groceries,UPI,Property whose near item buy surface.,75.8,0.0
2025-11-06,Miscellaneous,Cash,Newspaper and to far road.,401.85,2.04
2025-11-10,Miscellaneous,Credit Card,Agent seat the picture course total.,334.62,3.29
2025-11-26,Subscriptions,Debit Card,Management husband it care house.,356.5,17.17
2025-11-06,Food,NetBanking,Still conference dark.,70.0,9.1
2025-11-27,Transportation,Credit Card,Small call anyone something way.,201.51,19.23
2025-11-05,Transportation,Credit Card,New rate not continue culture.,12.81,0.0
2025-11-05,Groceries,Credit Card,Watch foot face manage enjoy us.,369.26,9.81
2025-11-22,Groceries,Cash,Clearly common exactly try evidence.,360.14,17.75
2025-11-10,Bills,Cash,Deep himself military challenge.,68.74,0.0
2025-11-13,Entertainment,NetBanking,You drug run employee magazine ago.,392.12,1.85
2025-11-22,Transportation,Credit Card,Yard dog life medical audience.,486.44,9.49
2025-11-26,Entertainment,UPI,Knowledge five late material.,49.17,6.28
2025-11-13,Subscriptions,NetBanking,Difficult southern around.,361.69,0.0
2025-11-24,Subscriptions,Cash,Require station popular bill.,487.03,0.0
2025-11-16,Transportation,Cash,Hotel brother school.,82.73,5.61
2025-11-11,Subscriptions,UPI,Reason minute especially radio.,19.53,0.0
2025-11-14,Bills,Credit Card,Believe ahead push identify reason local knowledge.,214.72,0.0
2025-11-01,Transportation,UPI,Situation few us sound training might.,250.72,0.0
2025-11-07,Food,Credit Card,Compare care south middle available.,401.29,12.99
2025-11-26,Miscellaneous,NetBanking,Fish chance share figure thought cover.,427.07,0.0
2025-11-02,Groceries,UPI,Television behavior president southern they four.,212.94,0.06
2025-11-12,Food,UPI,Usually indeed effort.,448.67,13.76
2025-11-16,Transportation,Cash,Wait debate child then same.,290.04,0.0
2025-11-14,Groceries,Credit Card,Entire tree serve front present.,123.12,3.47
2025-11-07,Entertainment,UPI,Authority beautiful feel kid situation article.,43.48,12.39
2025-11-10,Miscellaneous,Credit Card,Pattern friend and.,251.24,0.0
2025-11-17,Subscriptions,Debit Card,Fund story painting name.,493.76,6.34
2025-11-08,Entertainment,UPI,Item million investment life rather.,288.55,0.0
2025-11-05,Subscriptions,NetBanking,Produce night seem particularly.,451.21,15.76
2025-11-19,Food,Credit Card,Issue hair trip reveal.,304.56,0.0
2025-11-10,Bills,Cash,Can paper range assume.,44.66,0.83
2025-11-12,Groceries,Credit Card,Reality area sure game several forward.,100.43,12.43
2025-11-20,Miscellaneous,NetBanking,Indicate plant service.,461.7,3.2
2025-11-11,Miscellaneous,Credit Card,Relationship represent thank at.,309.67,0.0
2025-11-26,Transportation,Debit Card,Term home wide mind.,90.47,5.93
2025-11-07,Subscriptions,Debit Card,View thought section resource send.,104.27,0.0
2025-11-13,Miscellaneous,Debit Card,Scene include quickly.,412.91,0.0
2025-11-27,Miscellaneous,NetBanking,Go others whole TV.,15.17,0.0
2025-11-11,Transportation,Credit Card,Student real skill itself.,250.91,0.0
2025-11-17,Subscriptions,NetBanking,Save impact movement.,426.11,0.0
2025-11-12,Transportation,NetBanking,Civil Mrs point herself cause.,117.57,18.3
2025-11-24,Groceries,Credit Card,Defense set section last.,96.18,1.08
2025-11-04,Transportation,Credit Card,Argue compare serious to together herself.,132.28,0.0
2025-11-23,Subscriptions,Cash,Manage which style agree everything.,123.97,2.28
2025-11-10,Miscellaneous,Debit Card,Song focus add go.,190.01,0.0
2025-11-21,Subscriptions,UPI,Catch seat everyone yeah none around.,169.45,0.0
2025-11-25,Transportation,NetBanking,Few value month old money.,379.69,0.0
2025-11-02,Bills,Credit Card,Free recent society audience plant.,495.63,0.0
2025-11-17,Miscellaneous,Credit Card,Option activity husband chance hold.,495.74,1.05
2025-11-07,Bills,UPI,Step performance know mission it senior.,226.21,0.0
2025-11-26,Subscriptions,Debit Card,Father church federal conference store real.,68.09,15.99
2025-11-04,Miscellaneous,UPI,American line herself.,235.53,0.0
2025-11-21,Entertainment,Cash,Point student wear drug line way.,138.8,0.0
2025-11-16,Groceries,Credit Card,Mind drug boy question.,241.66,0.0
2025-11-21,Subscriptions,Debit Card,Mission reality career once miss.,277.29,0.0
2025-11-13,Groceries,Cash,Thus size message cover part.,192.29,12.48
2025-11-25,Food,Cash,Direction box authority.,314.26,10.58
2025-11-12,Subscriptions,Cash,Nor late toward discuss boy however.,289.87,5.49
2025-11-17,Subscriptions,Debit Card,Send detail suffer common always.,118.52,0.0
2025-11-24,Subscriptions,UPI,Thought effort traditional test in word.,387.64,0.0
2025-11-27,Subscriptions,NetBanking,Lay court already rich.,496.29,3.01
2025-11-13,Transportation,Debit Card,Wait memory recognize.,317.78,0.0
2025-11-27,Miscellaneous,NetBanking,Night tell stand.,370.12,15.22
2025-11-05,Food,UPI,Artist later hold.,327.64,4.1
2025-11-07,Food,Debit Card,Away box boy.,322.76,10.26
2025-11-24,Groceries,Cash,Drug itself whatever.,282.78,0.0
2025-11-18,Bills,Debit Card,As card important today blood finally.,293.18,17.63
2025-11-22,Subscriptions,Credit Card,Forward draw believe week lot fear.,214.91,1.81
2025-11-19,Food,Cash,Doctor receive a nice couple.,476.71,0.0
2025-11-03,Bills,Debit Card,Sort simple forward remain suffer term.,435.18,16.87
2025-11-11,Groceries,Cash,Necessary someone kitchen police trial west.,208.25,0.0
2025-12-12,Food,Credit Card,Figure medical sell through sport.,167.91,6.54
2025-12-26,Transportation,Credit Card,Hotel result animal politics ten.,122.47,6.23
2025-12-17,Groceries,NetBanking,Determine blood agreement certainly run rich.,71.32,8.77
2025-12-14,Miscellaneous,NetBanking,Feel pretty sing recent.,103.89,3.31
2025-12-17,Subscriptions,NetBanking,Establish mother after whom their.,226.83,1.57
2025-12-07,Miscellaneous,UPI,Recognize impact contain sense you.,478.21,0.0
2025-12-01,Entertainment,Cash,Year sell five building fill.,151.04,0.0
2025-12-19,Entertainment,UPI,Country century either artist woman.,316.03,0.0
2025-12-17,Miscellaneous,Cash,Not see upon will act.,360.09,0.0
2025-12-02,Groceries,NetBanking,Beyond hear hope.,498.5,0.0
2025-12-07,Subscriptions,NetBanking,Office structure night here recently.,105.84,4.59
2025-12-18,Food,Debit Card,Indeed from student side herself.,202.09,11.59
2025-12-25,Transportation,NetBanking,Newspaper reflect on various own five.,266.41,16.75
2025-12-12,Transportation,NetBanking,Would design watch.,203.47,0.96
2025-12-25,Miscellaneous,Cash,Industry red institution evening on.,495.88,0.0
2025-12-20,Bills,UPI,Movie economic their area.,241.14,0.0
2025-12-14,Entertainment,UPI,Why stop help power commercial information.,17.68,7.7
2025-12-10,Miscellaneous,Credit Card,Door room blood impact man.,24.61,0.77
2025-12-01,Entertainment,Debit Card,Republican organization church represent.,110.48,0.0
2025-12-13,Groceries,Credit Card,Choice every cell spend.,96.28,5.5
2025-12-23,Food,Cash,Group wonder often.,466.33,0.0
2025-12-17,Subscriptions,Credit Card,Tv deal catch open decision.,311.87,0.0
2025-12-04,Transportation,Debit Card,Family few it anyone.,385.07,7.36
2025-12-12,Miscellaneous,Cash,Century magazine image.,449.5,6.68
2025-12-03,Entertainment,NetBanking,Important specific as.,269.94,0.0
2025-12-23,Miscellaneous,NetBanking,Power you wind.,256.39,0.0
2025-12-06,Bills,NetBanking,Fall real physical first thus.,274.63,8.34
2025-12-02,Transportation,NetBanking,Value law chance believe.,388.16,10.05
2025-12-12,Miscellaneous,Cash,Board add home media.,251.25,0.0
2025-12-06,Entertainment,Credit Card,Collection case late health know her.,32.44,0.0
2025-12-21,Entertainment,UPI,Candidate family rock maintain girl.,378.61,0.0
2025-12-22,Bills,Debit Card,Strong goal by.,431.13,14.39
2025-12-22,Groceries,Credit Card,Two various much between.,406.97,12.53
2025-12-02,Food,Cash,Similar direction receive though.,460.73,16.68
2025-12-25,Entertainment,Cash,Discover agree cup.,141.34,8.34
2025-12-15,Groceries,UPI,Professor theory floor.,307.65,0.0
2025-12-01,Transportation,Debit Card,Pretty agent reflect student take option.,322.35,8.66
2025-12-27,Food,NetBanking,Prove cold give PM debate commercial realize.,300.46,2.95
2025-12-01,Groceries,UPI,Wrong push popular upon attack.,50.61,0.0
2025-12-14,Entertainment,UPI,Drug rate capital partner six management.,335.5,10.81
2025-12-03,Food,UPI,Build will common later over population.,482.71,5.27
2025-12-04,Miscellaneous,NetBanking,Rule pay record change question.,98.78,3.15
2025-12-12,Entertainment,NetBanking,Culture case behavior movement loss leg then.,14.87,0.0
2025-12-25,Transportation,Debit Card,Stand wall either me.,50.47,15.58
2025-12-27,Subscriptions,NetBanking,Suffer knowledge knowledge head.,167.85,0.0
2025-12-08,Subscriptions,Credit Card,Peace some reach now not main.,267.34,0.3
2025-12-23,Miscellaneous,Cash,Walk hour behind statement result space.,232.12,0.0
2025-12-10,Subscriptions,Credit Card,Against system job upon focus fall.,208.67,0.0
2025-12-08,Miscellaneous,UPI,Note kid according wish easy.,111.7,16.45
2025-12-05,Bills,Credit Card,Work other Mrs four charge player believe.,295.0,11.12
2025-12-21,Transportation,UPI,Approach discussion better remain night chair time.,123.78,16.98
2025-12-11,Transportation,Cash,Mother start take raise begin.,209.34,13.39
2025-12-21,Transportation,Debit Card,Behavior decision what point line weight.,102.88,0.0
2025-12-02,Groceries,Cash,Whatever through where blue hotel.,450.49,10.19
2025-12-16,Miscellaneous,Credit Card,Sure shoulder husband economy.,337.44,7.18
2025-12-22,Food,Cash,Happen focus which program rest.,126.52,0.0
